id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
77,6500.0,3,9.17,207.22,B,B2,39930.0,2 years,2,22000.0,1,2015-05-01,0,0,828.0,39,37.42,0.0,685.0,689.0,9.0,1.0,1.0,1797.0,11.7,27.0,0,0,Dec-1982,0.0,1.0,0.0,2.0,4.0,4.0,5.0,12.0,7.0,7.0,19.0,4.0,9.0,0.0,0.0,0.0,2.0
78,16000.0,3,6.99,493.97,A,A3,103122.0,9 years,1,101000.0,0,2015-01-01,0,4,134.0,8,11.98,0.0,705.0,709.0,8.0,0.0,0.0,17250.0,58.1,27.0,0,0,Dec-1999,4.0,1.0,2.0,2.0,4.0,4.0,2.0,6.0,10.0,5.0,12.0,4.0,8.0,0.0,0.0,0.0,3.0
79,30000.0,3,10.9,980.75,B,B4,97.0,10+ years,1,100000.0,1,2018-03-01,0,0,177.0,26,6.24,1.0,670.0,674.0,15.0,0.0,0.0,1039.0,7.8,22.0,0,0,Oct-2001,0.0,1.0,1.0,3.0,4.0,4.0,6.0,6.0,4.0,13.0,18.0,4.0,15.0,0.0,0.0,0.0,3.0
80,15000.0,3,14.09,513.33,B,B5,292178.0,10+ years,0,65000.0,0,2013-06-01,0,4,201.0,2,19.42,0.0,705.0,709.0,13.0,0.0,0.0,15105.0,55.1,38.0,0,0,May-2001,742.0,1.0,0.0,5.0,7.0,7.0,5.0,17.0,10.0,9.0,25.0,7.0,13.0,0.0,0.0,0.0,2.0
81,14000.0,5,17.57,352.25,D,D2,793.0,10+ years,0,60000.0,1,2014-03-01,0,0,153.0,11,16.98,0.0,670.0,674.0,6.0,1.0,1.0,11115.0,60.4,9.0,1,0,Jan-2002,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,2.0
82,1000.0,3,11.44,32.95,B,B4,116780.0,10+ years,1,55000.0,1,2016-12-01,0,0,779.0,43,21.19,0.0,700.0,704.0,5.0,0.0,0.0,634.0,12.9,28.0,0,0,Aug-2003,0.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,4.0
83,5000.0,3,15.31,174.09,C,C5,148910.0,9 years,1,39000.0,1,2016-03-01,0,0,276.0,20,21.32,3.0,675.0,679.0,9.0,0.0,0.0,5834.0,75.8,15.0,0,0,Jun-2005,0.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,6.0,12.0,4.0,9.0,0.0,0.0,1.0,2.0
84,40000.0,3,20.0,1486.55,D,D4,94037.0,3 years,1,112000.0,2,2017-07-01,0,0,537.0,19,14.88,0.0,740.0,744.0,6.0,0.0,0.0,3413.0,45.5,17.0,1,0,Nov-2005,0.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,12.0,3.0,5.0,2.0,6.0,0.0,0.0,0.0,2.0
85,9000.0,3,11.44,296.53,B,B4,248.0,10+ years,0,55000.0,0,2014-11-01,0,0,157.0,8,6.5,0.0,695.0,699.0,13.0,0.0,0.0,8152.0,49.1,28.0,1,0,Feb-2003,0.0,1.0,0.0,5.0,7.0,7.0,6.0,12.0,7.0,12.0,21.0,7.0,13.0,0.0,0.0,0.0,1.0
86,35000.0,5,16.29,856.54,C,C4,306565.0,5 years,0,120000.0,2,2013-04-01,0,0,648.0,13,16.86,0.0,720.0,724.0,14.0,0.0,0.0,26853.0,53.5,37.0,1,0,Aug-1970,38.0,1.0,0.0,3.0,4.0,4.0,6.0,18.0,7.0,10.0,25.0,4.0,14.0,0.0,0.0,0.0,2.0
87,15000.0,3,5.32,451.73,A,A1,1562.0,2 years,0,66000.0,1,2016-03-01,0,4,627.0,43,18.04,0.0,690.0,694.0,26.0,0.0,0.0,4142.0,26.1,70.0,1,0,Apr-2003,4.0,1.0,0.0,2.0,3.0,3.0,3.0,9.0,49.0,7.0,19.0,3.0,26.0,0.0,0.0,0.0,2.0
88,7000.0,3,11.99,232.47,B,B5,363730.0,10+ years,1,55000.0,2,2017-12-01,0,2,141.0,13,3.37,0.0,690.0,694.0,9.0,0.0,0.0,3879.0,49.1,12.0,1,0,Oct-2006,5.0,1.0,0.0,4.0,5.0,5.0,5.0,7.0,0.0,9.0,12.0,6.0,9.0,0.0,0.0,0.0,7.0
89,20000.0,3,16.24,705.52,C,C5,2364.0,2 years,0,70000.0,2,2014-02-01,0,4,255.0,9,16.9,0.0,680.0,684.0,10.0,0.0,0.0,23779.0,91.8,15.0,1,0,Jun-2004,4.0,1.0,0.0,6.0,7.0,7.0,6.0,9.0,2.0,8.0,11.0,7.0,10.0,0.0,0.0,0.0,0.0
90,5375.0,3,17.77,193.7,D,D1,223698.0,10+ years,1,23000.0,0,2013-02-01,0,0,143.0,8,7.67,0.0,680.0,684.0,6.0,0.0,0.0,3750.0,48.7,7.0,0,0,Oct-2007,103.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,3.0
91,15000.0,5,18.25,382.95,D,D5,220161.0,10+ years,0,50004.0,1,2011-12-01,1,0,495.0,14,21.41,1.0,685.0,689.0,10.0,0.0,0.0,14020.0,47.7,29.0,1,0,Oct-1989,269.0,1.0,,,,,,,,,,,,,,,
92,20000.0,3,13.99,683.46,C,C1,182720.0,10+ years,0,82000.0,0,2012-03-01,1,0,408.0,14,15.36,0.0,700.0,704.0,8.0,0.0,0.0,15988.0,71.1,32.0,1,0,Mar-1999,38.0,1.0,,,,,,,,,,,,,,,
93,15000.0,3,11.22,492.65,B,B5,5625.0,1 year,0,40000.0,2,2015-12-01,1,0,463.0,48,28.31,0.0,680.0,684.0,13.0,0.0,0.0,21166.0,57.4,22.0,0,0,Apr-2003,0.0,1.0,0.0,4.0,6.0,6.0,6.0,9.0,5.0,11.0,15.0,7.0,13.0,0.0,0.0,0.0,4.0
94,28000.0,5,13.65,646.45,C,C1,203206.0,< 1 year,0,74300.0,1,2014-04-01,0,4,243.0,13,23.5,0.0,725.0,729.0,20.0,0.0,0.0,40687.0,66.5,53.0,0,0,Jul-1993,4.0,1.0,0.0,4.0,4.0,4.0,5.0,13.0,25.0,7.0,24.0,4.0,20.0,0.0,0.0,0.0,0.0
95,12125.0,3,15.61,423.95,D,D1,21644.0,8 years,0,31000.0,1,2014-08-01,0,0,775.0,16,16.38,0.0,665.0,669.0,12.0,0.0,0.0,10149.0,51.8,45.0,1,0,Apr-2003,0.0,1.0,0.0,3.0,8.0,8.0,3.0,6.0,24.0,10.0,18.0,8.0,12.0,0.0,0.0,0.0,4.0
96,25000.0,3,6.49,766.12,A,A2,4290.0,10+ years,0,150000.0,1,2015-01-01,0,4,264.0,30,13.19,0.0,775.0,779.0,13.0,0.0,0.0,17747.0,44.4,20.0,1,0,Aug-1998,4.0,1.0,0.0,3.0,5.0,5.0,4.0,6.0,7.0,9.0,11.0,5.0,13.0,0.0,0.0,0.0,2.0
97,10000.0,3,12.99,336.9,B,B4,264555.0,< 1 year,1,47000.0,0,2013-09-01,0,4,63.0,14,7.99,0.0,680.0,684.0,10.0,0.0,0.0,8050.0,36.1,13.0,1,0,Nov-2007,4.0,1.0,0.0,5.0,9.0,9.0,5.0,5.0,1.0,10.0,11.0,9.0,10.0,0.0,0.0,0.0,2.0
98,10000.0,3,13.99,341.73,C,C3,199.0,4 years,1,35000.0,1,2016-12-01,0,0,138.0,0,23.08,0.0,680.0,684.0,8.0,0.0,0.0,5758.0,44.6,13.0,1,0,Dec-2010,0.0,1.0,0.0,3.0,4.0,4.0,5.0,6.0,4.0,6.0,9.0,4.0,8.0,0.0,0.0,0.0,5.0
99,4200.0,3,6.19,128.14,A,A2,188251.0,2 years,1,118000.0,0,2018-05-01,0,8,387.0,19,6.97,0.0,770.0,774.0,7.0,0.0,0.0,5602.0,10.0,14.0,0,0,Jun-2007,9.0,1.0,0.0,3.0,3.0,3.0,5.0,7.0,6.0,5.0,8.0,3.0,7.0,0.0,0.0,0.0,2.0
