nick,sig,date,text,forward,comment,like,情感倾向
天蝎座的笔记本君,未认证,2022年05月,//@baixiaorou_:同理可证，让女人生孩子就是从根本上影响了孩子的发育。应该鼓励或者规定男性生育，从根源注入阳刚之气//@_是明镜镜呀_:转发微博,0,0,0,2
Kirikirikarakara,未认证,2022年05月,呵呵//@baixiaorou_:同理可证，让女人生孩子就是从根本上影响了孩子的发育。应该鼓励或者规定男性生育，从根源注入阳刚之气//@_是明镜镜呀_:转发微博,0,0,0,0
我会在夏天哭泣,未认证,2022年05月,#憋尿可能引发不孕不育#比起不孕不育，更惨的是尿路感染和肾的问题吧。。看来消失的三千万女胎真的影响到生育率了哦​,0,0,5,2
疯狂起舞弄清影,未认证,2022年05月,#中小学教师性别严重失衡#西八，讲到这个恶心死了，我读书的时候老师做地区考编岗考官，直接说如果现场有本科男生，那就有可能不会选女研究生就因为女生需要生育，尻你爹的社会，恶心透了，既不能正视女性的生育风险和就业危机，还要搞三胎和什么性别失衡哈哈哈哈哈哈​,0,0,10,2
郑韩萍踪,微博个人认证,2022年05月,钟楚红逛艺术展被偶遇，戴金链背万元针织包，62岁身家上亿无儿女5月30日，据港媒报道，记者在艺术展进行拍摄时，偶遇了62岁一代女神钟楚红。据悉，该艺术展展出28个地区130间顶尖艺术廊的作品。钟楚红一直很喜欢艺术，她当然不能错过这场展览。曝光的现场照中，钟楚红与一名女性朋友来到展览中心​展开c,3,0,27,0
最讨厌熊孩子了,未认证,2022年05月,//@星星酱酱吖:我越想越觉得，男士们站起来！凭什么你们没有生育权？凭什么！！现在社会对男人太不友好了，这么伟大的男性生育权为什么没有专家和科学家去研发呢？为什么没有社会人士去呼吁呢？这是赤裸裸的看不起啊！请尊重“男女平等”！,0,0,0,2
圆屁蛋糕,未认证,2022年05月,//@baixiaorou_:同理可证，让女人生孩子就是从根本上影响了孩子的发育。应该鼓励或者规定男性生育，从根源注入阳刚之气//@_是明镜镜呀_:转发微博,0,0,0,2
我不做女桐了,未认证,2022年05月,生育风险多得数不清,0,0,0,2
陕西铁检,微博官方认证,2022年05月,【#女子给女儿取姐夫的姓遭前夫起诉#，法院最后判随母亲姓】近日，宿迁市宿城区法院发布了一则典型案例。张某、贺某二人于2014年11月举办结婚仪式，2015年2月26日生育一女，同居期间未给子女办理入户登记。双方解除同居关系后，贺某擅自选取起姐夫姓氏赵姓为女儿姓氏，取名赵某，并办理入户登记。2021​展开c,1,0,2,0
彦川川川川川嗝,未认证,2022年05月,#官方通报徐州丰县生育八孩女子情况#//@高玩老爸ALEx://@一家之主rcat://@ZLXHIM:转发微博,1,0,6,0
天地壹咕,未认证,2022年05月,#徐州发布丰县生育八孩女子调查进展#不要忘记​,1,0,10,0
灵力小葡萄,未认证,2022年05月,#徐州发布丰县生育八孩女子调查进展##宝贝回家##八个孩子妈妈##徐州#难以忘怀，每天脑海中都会浮现一个12岁眼睛有光的小女孩。每每想到你也曾是父母的宝贝，而后沦落到人间地狱就觉得非常难受。你还好吗？现在在哪里？他们对你好不好？我们还能做点什么？这二十多年的煎熬岁月，你是怎么熬过那些难受​展开c,0,0,0,2
思茅微博-中国茶城,微博官方认证,2022年05月,【#女子给女儿取姐夫的姓遭前夫起诉#，法院最后判随母亲姓】近日，宿迁市宿城区法院发布了一则典型案例。张某、贺某二人于2014年11月举办结婚仪式，2015年2月26日生育一女，同居期间未给子女办理入户登记。双方解除同居关系后，贺某擅自选取起姐夫姓氏赵姓为女儿姓氏，取名赵某，并办理入户登记。2021​展开c,0,0,0,0
广州共青团,微博官方认证,2022年05月,【家门口带娃可以实现啦！黄埔区文冲街这个小屋亮点多多】看绘本剧表演、种向日葵、玩户外游戏……在广州市黄埔区文冲街，家长们可快乐托幼！近日，广州首个面向0~3岁婴幼儿服务的向日葵亲子小屋在文冲新村悦时代花园揭牌。该小屋是广东省计划生育协会促进婴幼儿健康成长的公益服务项目点，也是省计​展开c,1,0,0,0
YOLOYOLO46,未认证,2022年05月,#中小学教师性别严重失衡#那你把女的都鲨了吧全世界都是男宝就好啦然后速速研究出来男性子宫，这生育率不就上去了？怎么不把赚钱的职业都让给女的，就是因为男的嫌赚不了多少钱才不去做的呀最近新闻总是让我大跌眼镜快进到女的都在家里生孩子，生八胎才能出门​,0,0,82,2
细菌紫菜汤,未认证,2022年05月,//@Dearwon99:建议让男的来生，他们既不会被骂浪荡，又很喜欢对生育问题发表高论，由他们生孩子不会有人被羞辱，也不会有人受苦，还为国家做贡献，真是温柔的世界,0,0,0,0
路桥平安观,微博官方认证,2022年05月,安枕了无梦#晚安#老君曰：大道无形，生育天地。大道无情，运行日月。大道无名，长养万物。大道是“无情”、无私的。但是道以无情度有情，天雨虽大不润无根草，道法虽宽只度有缘人。​,1,1,13,2
养成系少女,未认证,2022年05月,婆婆嫌弃钟灵不能生育，席维安送神秘礼物安慰妻子，好暖心的丈夫啊#传家席维安太苏了#传家易钟灵身世被揭穿#秦岚#聂远#传家L养成系少女的微博视频​,0,0,0,2
近视手术笔记,微博个人认证,2022年05月,【远离3种食物否则吃没下一代】1.咖啡：女性如果打算怀孕，就应该少饮咖啡。2.胡萝卜：摄入的大量胡萝卜素会引起闭经和抑制卵巢的正常排卵功能，欲生育的妇女不宜多吃胡萝卜。3.酒精：乙醇能使身体里的儿茶酚胺浓度增高，血管痉挛，睾丸发育不全，甚至使睾丸萎缩。​,0,0,0,2
有车有房有存款一个亿,未认证,2022年05月,#江苏成立丰县生育八孩女子事件调查组#成立了就是结束了是不是​,1,1,9,2
宁乡热点集,微博个人认证,2022年05月,#女子8万卖2岁儿子获刑5年多#【非婚生子后，她8万元将2岁儿子卖掉，发抖音后被孩子生父的妻子刷到】都说父母是孩子最安全的港湾，可湖南郴州一女子却在与男友分手后，将2岁的儿子卖给他人，还在抖音发布视频。2016年7月，郴州女子王某与男子谢某确定恋爱关系，2018年9月非婚生育儿子小天。2018年11月​展开c,3,1,3,0
小甜甜的娇妻生活,微博个人认证,2022年05月,【投稿】发现男宝们都很喜欢让女的叫跌什么的，不给钱还想当跌？是没有生育能力所以随便认儿孙吗#这是在干什么##看了感觉真可怜#​,0,6,47,2
无效疗愈的时间,未认证,2022年05月,“已处置”的措施是不显示转发评论吗？毕竟“我在等”能触发什么违规呢？有位网友曾说，这里已然成为一座废声的广场。看来，或许从哪一个时间开始，总会有“热心网友”投诉有人在废声广场说话，或许这废声广场也需要珍惜了。#徐州发布丰县生育八孩女子调查进展##建议收买妇女产生的婚姻关系无效#​展开c,0,0,3,2
吃饭睡觉想远酱,未认证,2022年05月,#中小学教师性别严重失衡#这是要给男生开直通车吗？本来男生在教育行业就挺受欢迎的，现在还有以性别失衡为理由进一步挤压女生就业空间这只会逼的女生在严格的要求下越来越强，一部分男生在轻松的要求下就摆烂，反正不管多烂都有学校要说不定会导致结婚率、生育率进一步下降哦​,0,0,3,2
澎湃新闻,微博官方认证,2022年05月,【#女子给女儿取姐夫的姓遭前夫起诉#，法院最后判随母亲姓】近日，宿迁市宿城区法院发布了一则典型案例。张某、贺某二人于2014年11月举办结婚仪式，2015年2月26日生育一女，同居期间未给子女办理入户登记。双方解除同居关系后，贺某擅自选取起姐夫姓氏赵姓为女儿姓氏，取名赵某，并办理入户登记。2021​展开c,66,133,1067,0
Joyce-Seven12,未认证,2022年05月,学前总是可以学到一些恐婚恐育的小知识#学前教育##生育##结婚#​,0,0,1,0
Utyannnnnn,未认证,2022年05月,#中小学教师性别严重失衡#有什么东西是女教师教不了的吗女多男少降低男性录取条件，男多女少怪女性能力不行咋不把各行业都调整成均衡男女比例啊天天挑衅男女关系还想提高结婚率生育率呢​,0,0,15,2
ecstasy的sandwich,未认证,2022年05月,还真就一定要发了#徐州发布丰县生育八孩女子调查进展#​,0,1,0,0
穿牛仔裤的老约翰,未认证,2022年05月,白天跟我妈和我跟医生聊天，那医生问“你们之前为什么不下空肠？”我妈：“我们心疼她。”医生：“你家就这个一个孩子吗？”我当时下意识想接一句：对，我们这一代很多都是独生子女。后来一想不对啊，咋？不是一个娃就可以不用心疼不用管了？这个坏了修不好反正还有一个？劝你们没有我这种觉悟的​展开c,0,0,0,2
互联网一级叛逆小吕孩,微博个人认证,2022年05月,其实生育老得最厉害的是娜娜（就算大嘲期我也不讨厌她，她蛮有趣的）我觉得两胎每胎出来感觉都一下老了好几岁的感觉二胎更明显浪姐素颜or淡妆去探望姐姐们练习那儿看着好明显​,0,12,15,1
jxlyf123,未认证,2022年05月,堕胎妈妈的忏悔！珍惜生命！请勿堕胎！  我是24岁结婚后怀上的第一个孩子。当时因为工作原因毅然选择了堕胎。当时没有学佛，不知道这是杀人，而且是亲手杀死自己的孩子。不久在我后背就长出了一块血肉，就像堕胎流出来的那一团，鲜红鲜红的。这实际上就是可怜的孩子并没有离开我，孩子的冤魂会趴在​展开c,0,0,0,2
云小可啊,未认证,2022年05月,//@仿生椰椰会爱抽赛博华子嗎:薅，提高教师岗位男性比例靠国家政策，提高职场女性地位靠女人自己。建议提高生育率结婚率这些也靠男性捏//@深海鳕鱼堡激推bot:有空提高教师岗位男性比例还不如想想怎么提高职场女性地位,0,0,0,0
肥仔大笨蛋,微博个人认证,2022年05月,海马爸爸开始生小海马了，好多好多！！！ 海马是全世界唯一一种，由雄性生育后代的动物。 海马爸爸：我太难了。。。。 L最佳农民的微博视频​,0,1,0,0
写手吕子正,微博个人认证,2022年05月,回复@肖歪歪诶:我从来没有说过女性必须生育，爱生不生，但是这个科普视频过于片面，这也是有问题的。//@肖歪歪诶:回复@悬疑写手-吕子正:人活着不是为了自己吗？生育不辛苦吗？你这还写手呢快去搬砖吧,0,1,0,2
妇幼卫士,微博个人认证,2022年05月,妇幼卫士讲甲状腺与优生优育为什么卵巢对女人如此重要？#女性健康必修课#卵巢的作用非常强大，身兼多职：它储存卵子并排卵，掌控着生育功能；它分泌激素，管理着月经周期；它调节内分泌，影响女人的健康美丽。可以说，一个女人的皮肤好坏、长不长痘、身材胖瘦、月经正不正常、是否骨​展开c,1,0,3,0
天光戾,未认证,2022年05月,真诚祝愿八个孩子儿童节快乐捏#江苏成立丰县生育八孩女子事件调查组#​,0,1,6,0
妇幼卫士,微博个人认证,2022年05月,妇幼卫士讲甲状腺与优生优育伤害卵巢的7个坏习惯，你中了几个？#女性健康必修课#除了受遗传、月经初潮年龄、生产次数等因素影响外，有些坏习惯也在不知不觉中伤害卵巢，加速它的老化，从而加速身体机能衰退。1.长期压力大很好理解，压力太大的时候，大姨妈往往不会准时报到。一个人​展开c,1,1,1,2
秋拾忆_ym,未认证,2022年05月,#中小学教师性别严重失衡#生育方失衡，竟然只有女的，没男的可不行​,0,0,0,2
蓓蒂的小羊,微博个人认证,2022年05月,看来还是生育率太高了,1,0,2,2
闭住了我,未认证,2022年05月,哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@玄猫Narcissa:当牠说出父母花一辈子积蓄给♂宝买房，为了方便一个没有生育功能的y绑架女人的子宫，竟然还，，可怜♂宝？逻辑掉几把里了,0,0,0,0
一叶轻舟·o·,微博个人认证,2022年05月,//@星星酱酱吖:我越想越觉得，男士们站起来！凭什么你们没有生育权？凭什么！！现在社会对男人太不友好了，这么伟大的男性生育权为什么没有专家和科学家去研发呢？为什么没有社会人士去呼吁呢？这是赤裸裸的看不起啊！请尊重“男女平等”！,0,0,0,2
当然是桃子啊,未认证,2022年05月,每次在有生育倾向的时候国家都想办法打消我的念头太离谱了​,0,0,0,2
请风来high,未认证,2022年05月,#中小学教师性别严重失衡#建议关注一下职场女性生育之后的工资问题​,0,0,2,2
海峡卫视,微博官方认证,2022年05月,#奋力谱写全面建设社会主义现代化国家福建篇章#【福建：将入户、入学、入职等与个人生育情况全面脱钩！】优化生育政策，实施三孩生育政策及配套支持措施，对此，你怎么看？L福建台直播福建的微博视频​​​,0,0,0,0
瓣膜网,微博官方认证,2022年05月,#先天性心脏病#先天性心脏病#小儿先天性心脏病#儿童健康#儿童健康#先天性心脏病的病因是什么？先心病病因至今尚未完全明确。总体来说与下列因素有关：遗传；近亲生育；母亲怀孕早期患病毒感染性疾病或服用过致胎儿畸形作用的药物；母亲患有​展开c,0,0,0,0
哎嗨自由,未认证,2022年05月,我觉得汪小菲这事都可能降低生育率...毕竟他作为s孩子父亲的身份，让他得到了很多其实不是给他本人的体面和别人的让步(s妈现在还要继续疼爱他呢，因为是孙辈的父亲233真就一辈子甩不掉了想好再生吧这种狂躁症if遗传给孩子，更tm闹心...​,0,2,0,2
中南医院马玲,微博个人认证,2022年05月,#全球每年6.5万名儿童死于二手烟相关疾病#【当心！吸烟正在伤害你的生育能力】吸烟不仅会增加恶性肿瘤、心脑血管等疾病的发病风险，而且对生育也有明显的不利影响，严重危害亲代和子代的身体健康，准爸爸和准妈妈快放下手里的香烟吧......#我国每年超100万人因烟草失去生命##2022世界无烟日#​展开c,0,0,3,2
暖风心理,未认证,2022年05月,#心理学##聊聊心理##心理#成人咨询感悟：潜意识里如果是在为父母找一个符合他们期待的对象，而不是自由跟随于自己的内心向往，那一定会在每次见父母或平常的相处时，渴望另一半表现出父母期待的理想模样，婚姻甚至生育，都会沦为对父母的馈赠和讨好的礼物，这样的基调下，很难允许自己真的幸福，因为​展开c,0,0,0,0
用户1918614507,未认证,2022年05月,前8000件曾吹风机+前3W件曾护发精油30ml+50ml【134】欧莱雅护发精油100ml*2瓶【凑单111左右可到手】内含角鲨烷+生育酚成分，清透不粘腻，主打改善发质毛躁、烫染受损，适合所有发质​​​​~​​​​,0,2,0,0
云南峨山,微博官方认证,2022年05月,【#一个女孩的两头婚#：冠姓权、生育费、消失的婆家】#你会接受两头婚吗#？,0,0,0,0
弱智吧官微,微博个人认证,2022年05月,目前手机APP存在的问题会在APP的后代升级中解决，现在研发团队正在给APP添加生育功能。——@饭希fanxi​,4,24,507,0
不欢出逃,未认证,2022年05月,#江苏成立丰县生育八孩女子事件调查组#每日一问。​,0,0,4,0
梓元k2,未认证,2022年05月,读书笔记：#读书#读书1、我们若肯分析自己烦恼的原因，时常会发现在我们心中有着两个自我在纠缠：一个是理想的自我，一个是现实的自我。人之所以异于禽兽就是在于他是生活在过去、现在和将来的三度时间中。人不能没有计划地生活。在他决定着现在的行为时，他眼睛望着将来。2、一个人​展开c,0,0,0,1
枫MSNZS,未认证,2022年05月,#中小学教师性别严重失衡#这种话题就别弄上来丢人现眼了，每人是傻子。这样搞只会降低生育率，更多年轻女性不愿意生孩子了。自己生存都成问题了。​,0,0,0,2
颜值财经杜核森,微博个人认证,2022年05月,左辅右弼星入子女宫左辅星入子女宫为本宫主星时，有三男二女，贤孝，人缘佳，能成器。加紫府诸吉，生贵子。加煞只二人，有畸形儿，难成器。右弼星－－子女三人，多双胞胎，能孝顺，人缘佳，能成器。先生女后生子。加吉有贵子，加煞减半，有畸形儿。加空劫有丧子之忧。左辅右弼星入子女宫　　左辅​展开c,1,0,5,0
符婷Sophy,微博个人认证,2022年05月,#中小学教师性别严重失衡#以后女生就找好老公，签好婚前协议，什么工作咱都不去，你们男的慢慢卷吧。要不就过好自己，生育率下降的事儿不要来找咱们。2长沙​,0,0,0,2
我爱扣扣企鹅,未认证,2022年05月,//@Dearwon99:建议让男的来生，他们既不会被骂浪荡，又很喜欢对生育问题发表高论，由他们生孩子不会有人被羞辱，也不会有人受苦，还为国家做贡献，真是温柔的世界,0,0,0,0
旺仔牛奶森林人丫,未认证,2022年05月,孔雪儿生育繁衍，多么庄严又多么世俗，多么严肃又多么荒唐——莫言《蛙》​,0,0,0,2
李几何-,未认证,2022年05月,#中小学教师性别严重失衡#害，本来也就女教师和公务员生育意愿高一点了，这下是你们也去职场卷，生育率啥的都别想了吧​,0,0,0,2
jxlyf123,未认证,2022年05月,原来这样是杀人——生命的呼唤！！！当今社会将堕胎视为平常事，根据世界卫生组织的保守估计，全球每年的堕胎人数超过五千万例，也就是说，每天都有十五万个孩子死于堕胎。美国研究两性健康的「葛特马赫协会估计，全球每五个怀孕妇女，就会有一个堕胎。不但如此，不安全的人工流产导致每年约七万名妇​展开c,0,0,0,2
祝融不助溶,未认证,2022年05月,#厉鬼日常#“生育义务”是哪个大脑长档里的剑比男规定的​,0,0,0,2
黄8宝,未认证,2022年05月,我一直认为得了父母的利不丢人。即便成就不到父辈的程度，也不是件没出息的事。白手起家自己拼，和借助父母的平台，都是为了更好，不寒碜。父母给予的我都大方接受，不会说出“只想靠自己”这种蠢话。也特别渴望自己能给下一代提供更好的条件，像我收到的一样。（没有呼吁生育的意思）​,0,1,2,1
印晓若,未认证,2022年05月,#憋尿可能引发不孕不育#有尿意就快解决，女性憋尿危害多，还会影响生育，长期憋尿引起膀胱过度充盈，压迫到子宫，可能会引起子宫内膜异位症，从而导致不孕……L明哥咨询的微博视频​,0,0,0,2
瑶媚妹,未认证,2022年05月,#憋尿可能引发不孕不育#有尿意就快解决，女性憋尿危害多，还会影响生育，长期憋尿引起膀胱过度充盈，压迫到子宫，可能会引起子宫内膜异位症，从而导致不孕……L明哥咨询的微博视频​,0,0,0,2
听说有混子,未认证,2022年05月,xxxx年xx月xx日多地出现生育工厂​,0,0,0,2
来个会说的,未认证,2022年05月,我和我老公刚领证，双方家长各出了50万，支持了首付，他家挺穷的，掏光了他爸妈积蓄。昨天，我老公神神秘秘告诉我，他妈妈怀孕了，就是我婆婆怀孕了，我说什么意思，50岁了怀了就堕胎啊。我老公说她爸妈不愿意，因为以前计划生育，就我老公一个儿子。我就炸毛了，我说他们年纪大了也没钱，给我​展开c,0,0,1,2
沙耶加百璃,未认证,2022年05月,#教师#唉，体力劳动的工作说女性体力不如男性，不要！脑力劳动的活说女生多性别失衡，不要！看来女性唯一不用遭受性别qishi的地方就是生育了算了，下辈子投个好胎吧查看图片,0,1,1,2
eoodoo品嘟官方微博,未认证,2022年05月,待产包里需要准备哪些妈妈用品？1、证件类夫妻双方身份证、结婚证、计划生育证明、医保卡（社保卡）、母婴保健手册以及所有检查的资料。2、计量型卫生巾（建议备用6-8片）3、产妇卫生巾（建议备用5-10片）4、棉柔巾5、产褥垫6、一次性内裤7、吸奶器8、哺乳内衣、防溢乳垫、防皲裂乳头膏9、带​展开c,0,0,0,0
proportionlettuce,未认证,2022年05月,看来我的知识储备还不够//@刀枪不入横公鱼:胚胎是寄生物这类知识隔一段时间就会万转一次，评论区全是啧啧惊奇的，让我不禁感叹，难道这些人之前不了解生育真正代表啥（指除了爱情结晶之外之类主观定义之外的客观定义）就生了孩子了？？？父系女真是拉,0,0,0,0
徐青勇,微博个人认证,2022年05月,教材插图事件还没有结束，他们就发动了最后的反动！而最后的反击，是准备彻底放开移民，引入更多外国黑人！崇洋媚外，引入生育率高的黑人是要把中国人的地腾出来给他们生孩子的？哈尔滨工业大学#哈尔滨工业大学##教育部回应教材插图事件##留学生##崇洋媚外#L红色少女编辑部的微博视频​,0,2,5,0
彤羽观星,微博个人认证,2022年05月,#星座命理##塔罗##十二星座6月运势##狮子座#爱情Love6月单身的狮子们对于改变目前的单身状态会感到犹豫，对于另一半的选择上也会有许多不愿让步和改变的地方。但狮子们本身在六月份还是比较容易有桃花的。有伴侣的狮子们，如果没有生育计划的要特别注意避孕。感情方面双方的关系会比较平淡，不容​展开c,0,0,0,1
我们颜狗就是这么没有立场,未认证,2022年05月,热知识:女生也要赚钱养家还房贷，还要承担生育风险，大概率孩子还不跟她姓//@从小就很看的开:普遍认为，男的要赚钱养家还房贷，做教师的收入很难支撑起现阶段男性的生活成本，这才是男老师少的主要原因吧,0,2,0,0
多生孩子解决一切问题1,未认证,2022年05月,//@多生孩子能解决一切问题:实际生育率还会继续快速下降，问题根源在于各种左派思想及政策规则，司法等。能通过离婚抢钱，谁去生孩子呢？,0,0,0,2
寶茱姊_789,未认证,2022年05月,现在世道难，干什么都难，发点料子都赶得上激化生育那个时候的东躲西藏了自己取：刘学新，李保锴，赵进，孔伟，曹阳，张春杰，朴光哲，汪云峰，张之前，张志勇，窦玺，高占巍，廖美蓉，王艇，何照华，熊路遥怎么样，好不好平区领取​,0,1,0,0
北京青年报,微博官方认证,2022年05月,【女子未婚生子8万元卖掉被前男友的现任妻子举报获刑5年多】#女子8万卖娃被前男友妻子举报获刑#六一儿童节来临之际，湖南高院公布一起“母亲卖子案”。2016年，女子王某与男子谢某相恋，2018年非婚生育一子，仅2个月后，两人感情破裂分手。2019年，谢某与小丹结婚。2020年6月，王某通过中间人​展开c,2,12,82,2
幂家小辣椒,微博个人认证,2022年05月,#安徽官方回复育儿假怎么休##安徽官方回复育儿假怎么休##安徽确认夫妻双方每年分别有10天育儿假#怎么才能让公司领导看到这个不按照子女数量叠加，不包含国家法定休假日、休息日近日，有网友在人民网留言，育儿假是每个企业必须遵循的么，具体怎么休？安徽省卫生健康委(省中医​展开c,0,0,1,2
叫我小丑鱼叭,未认证,2022年05月,汪小菲真的太恶心了！因为怀孕生孩子癫痫治疗被他含糊成服用“违禁药品”，企图让网友攻击为他们共同家庭生育的母亲“吸毒”，这不是蠢，这是恶毒。他太知道网友对台独对吸毒会怎样千刀万剐地攻击了。又蠢又坏形容他太轻了，蛇蝎心肠才是他。​,0,0,2,2
丁静栎,未认证,2022年05月,回复@綾辻吃零食:武志红这个厌女仇母者，把所有问题归结于母亲，但是，如果母亲真有那么大权力，为什么中国女青年因为可能做母亲，越来越面临就业歧视，连工作都难保？如果母亲这么重要，为什么她拿命换的的生育成果都随男人姓，是老x家的种？武志红道德绑架指责被剥削的、为奴的、痛苦的母亲“无爱”,0,0,0,2
深屿落落,未认证,2022年05月,无语//@飞天小娱警:哈哈我真的服了//@芸豆和雨豆:国家不管管吗年龄差大于五岁不能谈恋爱结婚可大大不利于生育计划呀//@九月初夏_Syoka:真的忍不住要吐槽了！就算你去结婚登记，国家也不会要求你年龄差小于五岁好吗！！！,0,0,0,2
宁乡热点集,微博个人认证,2022年05月,【被掳走的人生：她们老了，但记忆和伤痛忘不了！】近日，湖南#新确认3位日军慰安妇制度受害幸存者#。方奶奶，#1939年她在月子里沦为日军慰安妇#，8天后回来时，襁褓里的孩子饿死了；欧奶奶因听不见未及时逃走被抓，从此失去生育能力；沈奶奶牵牛逃跑时被抓，终身未婚。安哥：不忘苦难，不负明天！​展开c,1,0,2,2
壹星期的周,未认证,2022年05月,#专家建议放开三胎#中国自我感动式的家长认为，生二胎是为了给孩子一个玩伴，让孩子长大后不至于孤单，遇到事情了可以商量着来，包括我自己的父母也是这样认为，多生小孩苦的是家长，姊妹长大后能分担养老压力。我从来都不认同这个观点，甚至说严重点，很多家长自私又虚伪，为自己的私心生的孩子却要​展开c,0,0,0,2
醉致吾友_,未认证,2022年05月,没事，生育率会给出答案的,1,0,3,0
落户上海买房,未认证,2022年05月,有改动！最新上海居转户计划生育政策！上海居转户计划生育一票否决何时可以取消？上海居转户二胎怎么办？赶快来看看最新版上海居转户政策要求！上海居转户政策2022年：持证人员申办本市常住户口，应当同时符合下列条件：（一）持有《上海市居住证》满7年；相关阅读：居住证积分徐老师：上海​展开c,0,0,0,0
育儿大全科,微博个人认证,2022年05月,亲子育儿多数女性在25-30岁之间怀孕生子。此时人体的新陈代谢率已经开始降低，生育后又告别了经常锻炼、拼命工作的时代，即使饮食数量不变，发胖的可能性也必然增大。只要怀孕的时候注意控制体重，产后积极恢复，很多妈妈都能很轻松恢复到生孩子之前的体重。#育儿知识##亲子育儿#​,0,0,0,0
心无定所_,未认证,2022年05月,憋尿还有其他危害，不孕不育却上热搜，生育问题真的是全社会关注的问题,0,0,1,2
神话维pirate京girl,未认证,2022年05月,男的又开始了，只要你听到男人指责侮辱女性哪样缺点，你就知道不出意外是他们自己先具备这种缺点，出于对女性恐惧，企图用倒打一耙恶人先告状的方式，达到先发制人的效果。举例，男性声称女性嫉妒男人长几把，但现实是东亚欧洲都有男性普遍模仿女性生育的历史，称产翁制，所以到底谁嫉妒谁？可想而知,1,0,0,2
请不要_关注,未认证,2022年05月,结婚是自掘坟墓，生育是自断后路//@tombkeeper:给你们一点对庄严法庭的感性认识：微博正文//@Blade-黑铁桐人:心疼这位兄弟……,0,0,0,2
笑着飙高音_重拾快乐版,微博个人认证,2022年05月,#女子称因来姨妈上厕所次数多被裁#鼓励三胎鼓励生育vs来姨妈上厕所被辞退​,0,1,2,2
子里lawyer上海,未认证,2022年05月,王洁颖、董鹏程诉首都医科大学附属复兴医院医疗损害责任纠纷案本案要旨：医疗机构在产前检查过程中违反告知义务，侵害夫妻知情权和生育选择权，造成有先天性缺陷的胎儿出生，应当赔偿夫妻特别抚养费和精神损失。特别抚养费是指抚养该有缺陷孩子比抚养一个健康孩子必然承担的额外费用，包括医疗费、​展开c,0,0,0,2
抱紧床了门,未认证,2022年05月,//@今天的天空好好看诶:咱就是说，不求某些男性共情来例假的女性，起码做到不抹黑吧一边嫌女性怀孕，哺乳事多，一边又对不生育的女性指指点点，这都能共情公司真的是让人感觉你们没救了//@SAVEMEMEMEME:哪个公司避雷一下,0,0,0,2
一清一浊一人生,未认证,2022年05月,我身边的异性缘份不少，有自谈的几次感情，也相过交往过，每次都是奔着结婚去的，可遇到的要么是个渣男，要么就看不上。这两年亲历朋友又给介绍了几个，不是已婚带孩子，就是相处的时候经常吵架，也没遇到特别中意的人。想请老师给你看看，我还能有婚姻吗？哪年才会结婚？女，丁卯，庚戌，辛酉，庚寅​展开c,0,0,0,2
有趣的医学冷知识,微博个人认证,2022年05月,"#有趣的医学冷知识#即使睾丸轻微升温，也会导致不育众所周知，泡温泉、久坐，会导致睾丸局部温度升高，睾丸是男性最重要的生殖器官，温度升高会影响睾丸的生精功能，从而导生育问题。2022年5月26日，日本国立基础生物学研究所的研究人员在Nature子刊""CommunicationsBiology""上发表了一篇题​展开c",0,12,7,0
从此确诊神经病_,微博个人认证,2022年05月,#憋尿可能引发不孕不育#生育还漏尿捏​,0,0,1,2
mkfjfxkhdcqlhcbfngd,未认证,2022年05月,//@瀛玉春籁:男人好爱做在女人身上播种的梦，没有生育功能但有生殖焦虑的雄性是这样的啦。女人才有创造生命的权力这一事实让他们破大防了//@瀛玉春籁:会在女人身体里留下痕迹哈哈哈哈哈哈哈不行了不行了我笑昏过去哈哈哈哈哈哈哈,0,0,0,0
桥头霜晴,未认证,2022年05月,#中小学教师性别严重失衡#看到这种话题都懒得吐槽了，说别的没用，结婚率和生育率还是太高了，必须再降，大降特降，越出损招越降，让想继续啃人口红利的都急死就完事儿了​,0,0,11,2
Phalanxxxx,未认证,2022年05月,其他行业也挺失衡的吧，从来没见过转嫁生育成本的时候有人出来说句话呢,0,0,1,2
Si_夫拉西,未认证,2022年05月,生而为女，她很抱歉；为男生儿，他特优秀！//@西拉夫Xy:生而为女，我很抱歉！#丰县生育八孩女子事件问责17人#,1,0,2,0
JK日常,微博个人认证,2022年05月,【无关jk】各位草莓甜心好，事情是这样的，我妹妹现在14岁了，她一出生就有先天性心脏病，小时候基本就是在医院度过的，我妈在生了我妹两年左右，又生了一个弟弟，当时计划生育抓得很严，我妈是在家里把弟弟生下来的，然后弟弟几个月的时候病了，送医院一检查，也是先天性心脏病，治了一个多月，做了手​展开c,1,44,377,0
面部祛皱,未认证,2022年05月,DHC提取葵花籽油的高活性天然VE。与一般植物油相比，葵花籽油富含VE中活性最强的α-生育酚。且葵花籽油中的亚油酸含量与VE含量比例均衡，便于人体吸收利用。.同时富含不饱和脂肪酸，有助于防止心血管疾病。每日一粒，补充天然VE，帮助细胞清除自由基，积极抗氧化，同时保持肌肤年轻润泽，延缓衰老。​展开c,0,0,0,0
KKZG2020,未认证,2022年05月,#中小学教师性别严重失衡##中小学教师性别严重失衡#性别歧视吗？男性居多的职业也应该拿出来讨论一下。就业性别歧视的结果，会对生育产生什么影响，不言而喻了吧。​,0,0,0,2
