nick,sig,date,text,forward,comment,like,情感倾向
安隐快乐,未认证,2022年04月,【唯识三十论颂义贯073】-2再讲一个钓鱼的故事，也不是钓鱼了，我在美国，曾经有一位在家弟子，他们是一对夫妇，也是留学生，他们夫妇很有钱，他是买了一大栋公寓了，有一两百间房间，租人，很有钱，然后他也毕业做事，然后两个夫妇，闲来无事，就出去玩，那时候在密歇根，不是，在...有很多的池、湖​展开c,0,0,0,1
辛窌,未认证,2022年04月,好喜欢多多真的好好是我追星路上第二个让我不断感叹他好好的人第一个已经快退圈三胎了【说的是周杰伦】​,0,0,2,0
管不住的野孩子,未认证,2022年04月,若能一户一魏，保证三胎到位,0,0,0,0
此人名曰狗血,微博个人认证,2022年04月,刷短视频总是刷到一些二胎和一胎闹矛盾的视频，一大一小两个孩子在那儿吵了，打了，哭了，家长置身事外淡定拍视频，评论里偏心大的了，偏心小的了在那儿吵架。隔着屏幕我老是自动代入自己是家长，瞬间一个头两个大，再次证明我不是个有耐心的人，两个小孩要是在家里吵来吵去，你打打我，我打打你，想​展开c,0,12,37,2
大块头的大智慧,未认证,2022年04月,小长假第一天昨天晚上连哄带骗的送去姥姥家一个孩子真是孤单每次放假都想找小朋友玩无奈能玩的又没有几个所以能有孩子一起玩都会替她格外珍惜三是这个不长脸的最近总是吵吵闹闹的真是到了狗都嫌的年纪也从根本上断了我生二胎的念头要质量不要数量这会还没睡着在床上翻呢我准备起​展开c,0,0,0,2
请监督我去学习,未认证,2022年04月,不是说教师工资不低于公务员水平吗？为什么有的在编幼儿园老师工资只有两千多学前教育本科读了四年感觉还不如进厂打工呢国家鼓励二胎三胎为什么不重视幼儿园教师薪资待遇？​,0,1,0,2
苗苗骄傲,未认证,2022年04月,抵制三胎？#摄影第一视角##第一视角制作人计划#L苗苗骄傲的微博视频​,0,0,1,0
第99街,未认证,2022年04月,越来越多儿二胎可以购二套房或者给优惠的，可是如果生了二胎、三胎，家庭经济显然不是会变得更拮据吗？如果不是那种超出一般收入水平的家庭，大多数家庭根本无力靠工资再买二套房吧…,0,0,0,2
鱼酱ysy,未认证,2022年04月,我懂，三胎了,0,0,0,0
猪排少女烧烧烧,未认证,2022年04月,无语，这女的又出来勾人没人管管吗//@娜塔的贞洁戒指:震撼、、你姐看着是宝刀未老能生三胎，完全不像个高龄产妇、、,0,0,0,2
天线短路学长,微博个人认证,2022年04月,我今年26岁，是3个孩子的妈妈。老公在临沂上班，老家青岛的，家中排行老二。大哥常年出海，婆婆退休后一直和大嫂住在一起。昨天晚上10点多了，大嫂打电话说婆婆住院了，需要4万块钱的治疗费，这钱我该不该给？我今年26岁，山东临沂人。老公老家是青岛的，他姑姑在临沂上班。老公高中毕业后就被姑姑带​展开c,1,0,2,1
天地一沙鸥1027,未认证,2022年04月,#向往的生活#我的评分：#张艺兴向往的生活6#一家人就要整整齐齐的建议国家剪点三个熊孩子的视频当三胎宣传片，保证有说服力～对于喜欢他们的人来说，全部都是亮点，整个节奏很好，就算看他们打牌都能看一天～风景很美，截了很多屏，是我最爱的综艺，第五​展开c,0,1,4,0
candice_yam,未认证,2022年04月,孕期身体变化和老公的反应怀孕前做了些功课关于孕期身体的外形、内在、功能怎么变化？自以为心里做好了准备孕期才发现自己之前做的功课太少了😂从怀孕三个月开始身体有了明显的变化于是我妊娠油一点都不省地去买、去用（虽然知道这个是“七分天注定三分靠打拼”）肚子越来越​展开c,0,2,0,2
飞飞飞阿婷,微博个人认证,2022年04月,#何穗#不是嫁给赌王儿子都二胎了吗？这就三胎啦？豪门媳妇不容易啊……​,0,31,26,2
爱笑的婆娑,未认证,2022年04月,发布了头条文章：《白百何疑似怀三胎！和大儿子逛街，小腹微微隆起》O白百何疑似怀三胎！和大儿子逛街，小腹微微隆起​,0,0,0,0
桉涵康博,未认证,2022年04月,四川达州生育二胎或三胎家庭购买第二套新房可视同为首套。查看图片,0,0,0,0
圣树秘密符节,未认证,2022年04月,解放女性呢是半点边都看不见，力气全用来上网骂别的女的娇妻男宝妈爱叼哥三胎姐了😊对现实男人我唯唯诺诺，单机日本纸片男重拳出击是吧。戾气那么重的人现实生活一定很可怜—一条铁律。😊​,0,0,1,2
马鞍山大漠舒适家-地暖-散热片,未认证,2022年04月,生二胎送200平房子，生三胎送500平房子，这样才行。,0,0,1,0
jxlyf123,未认证,2022年04月,中医论堕胎的危害！！！胎儿是人，请勿堕胎救人一命，胜造七级浮屠据世界卫生组织保守统计全球每年的堕胎人数5000万例中国每年堕胎人数1300万例占全球1/4是堕胎人数最多的国家人流不是一场普通的小手术在扼杀宝宝的同时也伤害了自己的身体下面一起来听一听中医女博士告诉我们堕​展开c,0,0,0,2
阿雷锋阿姑娘,未认证,2022年04月,跟两个爸两个妈一起吃饭，这会已经聊到三胎了，根本不敢抬头​,0,1,1,2
Vera灼夏,未认证,2022年04月,近期遇到的魔幻事件：某业内知名公司要求新入职员工签署两年内不怀孕协议#三胎#某知名装修品牌旗下家装公司……​,0,2,0,2
王源你是世界第一帅,未认证,2022年04月,//@无盐小西几:加码：㊗️三胎都是双胞胎！,0,0,0,0
jxlyf123,未认证,2022年04月,中医论堕胎的危害！！！胎儿是人，请勿堕胎救人一命，胜造七级浮屠据世界卫生组织保守统计全球每年的堕胎人数5000万例中国每年堕胎人数1300万例占全球1/4是堕胎人数最多的国家人流不是一场普通的小手术在扼杀宝宝的同时也伤害了自己的身体下面一起来听一听中医女博士告诉我们堕​展开c,0,0,0,2
嘿又黑-,未认证,2022年04月,#四月#四月好像也没晒多久的太阳，就开始下雨，到处排队做核酸，现在看见人少的核酸点就想去续命小区越来越绿，肥猫越来越黏人🐱停诊的社区医院让产检都变得麻烦了一些，希望中筛顺利通过✅在18周的时候第一次感受到胎动，这次应该没错了已下单胎教书，坐等爸爸讲故事了📖四月吐了12​展开c,0,5,1,2
星闻动态,未认证,2022年04月,��：1.檀健次前几天拍了安踏的广告，不出意外应该是下个月宣2.《且试天下》目前播出效果不如预期，片方想让男女主配合炒个CP，带点热度，男主不愿意3.大S小S俩人之前因为买了太多热搜，引起内地网友的反感，现在已经被限流了，她们后面会减少宣传投入4.白百合现在怀的是三胎，二胎、三胎都是​展开c,0,0,0,2
换你回眸易笑,微博个人认证,2022年04月,卡戴珊家第三代人数不少，而且也是以女孩居多，而在其中芝加哥被认为是最漂亮的孩子，大大的眼睛，圆圆的额头还有厚实的嘴唇，看着就很容易让人喜欢。金和很多人想的一样，女儿的高颜值是继承了自己的，因此也时不时地会说自己和女儿是“双胞胎”，这也是她对自己的容貌足够有信心。金和丈夫坎耶·韦斯​展开c,1,0,57,0
悦礼谈骨筋,微博个人认证,2022年04月,#育儿补贴能提高生育意愿吗#补贴所覆盖的养育成本和教育成本这些都是看得见的“冰山一角”吧？大多不愿意多生的女性感觉都处于中产阶级，她们也不至于为了每月多1000元而生二胎三胎的吧？从我自己身边看下来，女性生了孩子后，或多或少都出现了消费降级。生育前比较追求品牌和口碑的产品，生了孩子​展开c,0,0,3,2
秋名山卐大风车,未认证,2022年04月,rnm我电脑里还有三年前没写完的tf遗稿，死去的青春突然攻击我我不管我不管冢不二已经结婚生娃带三胎了我给当的月嫂,0,0,1,2
jxlyf123,未认证,2022年04月,中医论堕胎的危害！！！胎儿是人，请勿堕胎救人一命，胜造七级浮屠据世界卫生组织保守统计全球每年的堕胎人数5000万例中国每年堕胎人数1300万例占全球1/4是堕胎人数最多的国家人流不是一场普通的小手术在扼杀宝宝的同时也伤害了自己的身体下面一起来听一听中医女博士告诉我们堕​展开c,0,0,0,2
怪博士李雷,微博个人认证,2022年04月,#育儿补贴能提高生育意愿吗#人们生育意愿的下降，原因有很多，比如经济负担，比如时间成本，还有最严重的：主观意愿！我认识的不少人都有丁克的想法，他们的经济条件都是相当不错的。中国生育报告显示，全面二孩政策后反而出现生育断崖，这不三胎政策也出来了。为什么年轻人不愿意生孩子了？国家​展开c,0,13,9,0
橘子娱评,微博个人认证,2022年04月,1.徐峥和陶虹在张庭出事以后，第一时间撤掉了投资，并对外撇清关系，但这不能抹去他们之前的合作，代言、活动一个都没少。他俩一直是各玩各的，但只要没离婚，没分割财产，那就还是利益共同体。目前两人正在想各种办法压热搜、保住钱，不过同时徐峥也一直有意推老婆出来挡枪。2.Baby和林一没关系，​展开c,0,0,1,1
Cookie4Liran,未认证,2022年04月,桑乔生病只是因为他是个血肉做的真人，你说你怀孕了那要不然我们找几个生物/基因/医疗学家机构一起把你剖了看看你是不是人类医学奇迹吧，解放女性从男性做起，生不够三胎全部死刑怎么样​,0,0,4,2
Epiphanywolin,未认证,2022年04月,接了1个诊所的电话“因为我们这里两个女医生都生二胎去了”问我年龄有没有男朋友，还问我弟弟几岁了…“她们大专毕业就在我这儿，培养到现在，然后走了”怨念那叫一个深…就这，还让人生三胎呢什么叫培养到现在，她们没给你赚钱啊？我都气笑了，我到时候干4个月就辞职他不得气得给我一锤​展开c,0,3,0,2
麻薯筷子,未认证,2022年04月,#王心凌清唱那年夏天宁静的海#我是从微笑pasta认识这个小姐姐的，都过去十几年了，我记得当时这个剧还是我和我前嫂子一起看的，现在她都二婚三胎了，心凌还是那么甜美。​,0,0,1,0
熊wu女_番茄芭乐救我狗命,未认证,2022年04月,//@故园湾里://@龙猫自在:笑，我TM笑思死了//@凯瑟琳miu:一个丁克，劝人生三胎；一个码字的，劝人进工厂；一个佯装在厦门的清零派，IP显示在日本。这种三位一体算不算一JIAN三连。,0,0,0,2
红加蓝,未认证,2022年04月,有个社会观察，做生做死三千几的最响应三胎号召！​,0,0,0,2
gjy0401,未认证,2022年04月,//@雷尼尔雪山2022:回复@猫宁远远望:看得非常难过。回想到2月份的时候，试图在现行法律框架下找法条，来找个说法。结果等来的是暴力机关的问候。看看小姑娘在那边讨论什么善法，恶法的。好比两个太监讨论生三胎弊大于利还是利大于弊。//@猫宁远远望:看这种辩论莫名觉得难过,0,0,0,2
AK阿凯AK,微博个人认证,2022年04月,回复@猫小姐meow:懂了，嘴上都是。。。，心里全是。。。评论配图//@猫小姐meow:自己是丁克劝人生三胎，自己在日本劝人好好爱国全球中国风景独好，属实把抽智商税这事玩得明白。以及疫情开始之后都不可能通过医疗签证去日本了，应该是早就移民过去的。他一直装自己在厦门，吃爱国饭,0,0,0,0
飞花入境,未认证,2022年04月,#大众揽境##揽境##TALAGON#6月25日，一汽-大众揽境正式迎来上市，大众最大SUV揽境，共推出6款车型，售价区间为29.99万-39.99万元。在当下三胎政策开放的背景下，全新、全能、旗舰的三大特点，无疑会吸引众多消费者的瞩目。但问题同样存，如何在6车型、三套力总成、两种座椅布局、两套驱系统之间选出​展开c,0,0,0,0
久误,微博个人认证,2022年04月,娱乐一下🍉圈内有人在造势想让姚安娜和刘浩存双方的资本撕起来，不过姚安娜完全不在意，她的发展重心已经在国外了。奚梦瑶要“备战”三胎了。杨紫成毅的《沉香如屑》在争取上星。《折腰》男主在接触张彬彬。任嘉伦之后可能会接一些考验演技的反派角色。​​​L久误的微博视频​,0,0,0,2
隐隐约约绰影,未认证,2022年04月,@护目镜202204@一只熊猫狗@快乐der瓶子谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？本来今天有榨菜丝什么事，这波报团护姐夫的操作嗑到了跟姐姐心这么齐不知道姐姐冈本用完了吗​,0,0,2,2
债券投资笔记,未认证,2022年04月,【笔记20220429—又是“五一节”（-ZZJ会议提振信心宽信用+资金面宽松=微上)】资金面平衡宽松，长债利率微幅上行。央行：为维护银行体系流动性合理充裕，4月29日以利率招标方式开展了100亿元7天期逆回购操作，今日100亿元逆回购到期，因此当日零投放。毕竟是跨月，资金面稍显平衡，但完全没有紧的​展开c,2,1,1,0
烟雨迷路的情,微博个人认证,2022年04月,网友求助:我58岁，二婚娶了47岁的温女士，昨天是我们的大喜之日，晚上送走亲友后，我就去卫生间洗澡，当我洗完澡，温女士却不见了。书房、厨房、衣柜，甚至连床底我都看了，就是没有她的踪影。没能找到温女士，我非常着急，她去哪儿了？结婚的日子她就不辞而别了，我们以后还要怎么相处？我是去年​展开c,0,1,3,2
隐隐约约绰影,未认证,2022年04月,@护目镜202204@一只熊猫狗@快乐der瓶子谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@护目镜202204@一只熊猫狗@快乐der瓶子谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@护目镜202204@一只熊猫狗​展开c,2,0,0,2
大洋09-19,未认证,2022年04月,唉//@今天要开怀://@雷尼尔雪山2022:回复@猫宁远远望:看得非常难过。回想到2月份的时候，试图在现行法律框架下找法条，来找个说法。结果等来的是暴力机关的问候。看看小姑娘在那边讨论什么善法，恶法的。好比两个太监讨论生三胎弊大于利还是利大于弊。//@猫宁远远望:看这种辩论莫名觉得难过,0,0,1,2
杀掉256个悲伤的艾宾浩斯战士,未认证,2022年04月,//@雷尼尔雪山2022:看得非常难过。回想到2月份的时候，试图在现行法律框架下找法条，来找个说法。结果等来的是暴力机关的问候。看看小姑娘在那边讨论什么善法，恶法的。好比两个太监讨论生三胎弊大于利还是利大于弊。//@猫宁远远望:看这种辩论莫名觉得难过,0,0,0,2
隐隐约约绰影,未认证,2022年04月,@一只熊猫狗@快乐der瓶子谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@一只熊猫狗@快乐der瓶子谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@一只熊猫狗@快乐der瓶子谁真情侣推无辜女队员承担舆论谁南非巴黎​展开c,0,0,0,2
西周有为川乌,未认证,2022年04月,美美三胎//@吃小熊饼干吗·:啧啧啧//@跳跳狗办事处:我的妈//@独一_PlanB:🥺//@咩咩什么的最可爱了:🥺好爱好爱//@可爱小狗骏酱:女鹅是真的很想井青结婚,0,0,0,0
隐隐约约绰影,未认证,2022年04月,@一只熊猫狗谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@一只熊猫狗谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@一只熊猫狗谁真情侣推无辜女队员承担舆论谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗​展开c,0,0,1,2
RampUpPawnee,未认证,2022年04月,哈//@巫山六月雪://@凯瑟琳miu:一个丁克，劝人生三胎；一个码字的，劝人进工厂；一个佯装在厦门的清零派，IP显示在日本。这种三位一体算不算一JIAN三连。,0,0,0,2
隐隐约约绰影,未认证,2022年04月,@一只熊猫狗谁真情侣谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@一只熊猫狗谁真情侣谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@一只熊猫狗谁真情侣谁南非巴黎在家生三胎，永远不能大满贯，我敢说你敢说吗？@一只熊猫狗谁真情侣谁南非巴黎在家生三胎，永远不能大满​展开c,0,0,0,2
久误,微博个人认证,2022年04月,娱乐一下🍉战狼3中有雪地场景，投资方想邀请运动员客串；他和顶流的那部剧宣传会很多的。女星要“备战”三胎了，婆家最近又开始因为遗产内斗了，所有的家庭成员们一直争论不休，她这边唯一能做的就是多添人口，好多得一份资产热门男星背后是无忧传媒，这个公司在营销方面特别擅长，所以对于扑​展开c,0,0,0,0
WritingPrompts,微博个人认证,2022年04月,2333年，人类天赋技能点检测成为新生儿出生后必做的第一检查项目。人类社会从此步入极度精细化的分工时代。作为银河系第三执政长官的你，出生时检测出政治军事技能点高达94/100，于是理所当然地成为了帝国有史以来最年轻的执政官，可谓家喻户晓。不过常人所不知的是，你还有一个只有些许油画天赋双胞胎​展开c,9,29,1014,0
小狗的救赎lela,未认证,2022年04月,“虽然我又丑又穷又没钱又不上进但是女人你只要不跟我结婚倒贴生三胎男宝你就是拜金女”​,0,0,1,2
常夜_5号机,未认证,2022年04月,//@_Reno_挚爱FF:哇，我终于见识到这位老师了//@龙猫自在:笑，我TM笑思死了//@凯瑟琳miu:一个丁克，劝人生三胎；一个码字的，劝人进工厂；一个佯装在厦门的清零派，IP显示在日本。这种三位一体算不算一JIAN三连。,0,0,0,2
大阪大插头,未认证,2022年04月,别说了都小心共青团说你极端女拳//@喻久闻:素不鸟了//@强力刹犸剂:跳操也是擦边说句脏话把你直播室封了thisis拆拿！//@我怎么又无语了:不能有欲望，但是要生三胎。,0,0,1,2
我就是大柠檬吖,未认证,2022年04月,#咨询THANWU-88#今天‮一和‬个闺蜜聊天，我‮现发‬真的好久没有和他聊‮了天‬，既然都‮三有‬胎了。​‎͏ 我‮示表‬实在是太‮服佩‬她了‮我，‬记得那时候她刚‮老怀‬大的‮候时‬，真‮是的‬孕吐+先兆‮产流‬，后‮一来‬直在卧‮养床‬胎到生‮我，‬在想怀个孩‮有子‬那么难吗？​展开c,0,0,0,0
真爱与幸福随行,微博个人认证,2022年04月,据智联招聘《职场妈妈生存状况调查报告》。二胎开放，女性就面临严重性别歧视。三胎开放，超长育儿假，进一步挤压了女性的生存空间。既要面对＂育儿义务＂又要面对＂职场歧视＂，日子过得难上加难。生育本是全社会共同的事，不该单独压迫女性承担育儿成本。请人合作，成本总是要出吧？不出即是掠夺！​,1,1,4,2
闲情心驿沾,微博个人认证,2022年04月,2021年，华晨宇借着某爽弃养孩子的东风，公布了一件震惊吃瓜群众的大事，宣布自己和张碧晨曾经谈过恋爱，并且有了一个女儿。华晨宇和张碧晨并没有就此结婚，但是他们还是一起给孩子上了户口，给孩子取名为华迎辰。不料登记时的照片被曝光，引发了一场热议，华晨宇和张碧晨这才决定公开。虽然工作人员​,0,0,5,0
毛刺当归,未认证,2022年04月,//@雷尼尔雪山2022:回复@猫宁远远望:看得非常难过。回想到2月份的时候，试图在现行法律框架下找法条，来找个说法。结果等来的是暴力机关的问候。看看小姑娘在那边讨论什么善法，恶法的。好比两个太监讨论生三胎弊大于利还是利大于弊。//@猫宁远远望:看这种辩论莫名觉得难过,0,0,0,2
想当一个快乐人,未认证,2022年04月,当姜思达成语接龙听多了，主持人祝新娘新郎一心一意两情相悦三什么的时候我只想接三胎政策​,0,3,1,0
软棉棉chen,未认证,2022年04月,自己丁克鼓励穷困的妈妈生三胎，连岳一直宣称自己是自由主义者，明明就是精致的利己主义者,0,0,5,0
沙雕网友大赏,微博个人认证,2022年04月,独立女性啥时候成为贬义词了……就问一句，独立女性吃你家大米了吗！人家结婚不结婚，生不生娃跟你有关系吗……就这还是大学副教授，太可怕了😱……而且还是学法的！真要离婚，不得把女人算计的扫地出门！女人不读书不做独立女性，生个三胎自己没钱，哪天男人爱上别人，不得崩溃​​​​​展开c,0,0,0,2
-李艹艹,未认证,2022年04月,//@雷尼尔雪山2022:回复@猫宁远远望:看得非常难过。回想到2月份的时候，试图在现行法律框架下找法条，来找个说法。结果等来的是暴力机关的问候。看看小姑娘在那边讨论什么善法，恶法的。好比两个太监讨论生三胎弊大于利还是利大于弊。//@猫宁远远望:看这种辩论莫名觉得难过,0,0,0,2
jxlyf123,未认证,2022年04月,只要你堕过胎，这些事情早晚会发生在你的身上！珍惜生命，请勿堕胎！不要抱有侥幸的心理，只要你选择堕胎，下面的事必将发生，只是时间迟早的问题。除非诚心忏悔并且后不复造，同时要大力宣传堕胎的坏处，劝导她人不要邪淫，不要堕胎，尽力素食，多多放生救助生命！1.感情破裂如果未婚堕胎，​展开c,0,0,0,2
芝麻该开门了,未认证,2022年04月,三胎来了。安排。L芝麻该开门了的微博视频​,0,0,0,0
千万次回眸不想就此罢休,未认证,2022年04月,我也是看他劝别人二胎三胎感觉到不对，投稿人明显不想生二胎且现实情况不适合生，他说了一大堆二胎三胎的好处。我他还真的用心琢磨上意，摇旗呐喊//@徐嘉欣2022:他自己丁克，却劝别人生三胎,0,0,0,2
跳舞的吃货海伦,未认证,2022年04月,感谢当年那些经过艰辛努力成功把红树林保卫下来的人们让当初滨海大道的建设北移了200米如今深圳湾湿地生态系统正在慢慢恢复首部湿地保护法也于去年正式出台请一定要好好守护我们的“地球之肾”……同源馆里的小动画通俗易懂，很适合我看趣味分享：红树家族的木榄是胎生植物哦​展开c,0,0,1,0
yiranranran,未认证,2022年04月,国家提倡三胎！提前无痛感受下！吃了喝了！玩了睡了！打了闹了！哭了笑了！昨天的风铃和香菜牛肉都刚刚好！今天摘花叶，又想起来小时候摘芹菜叶了，一通百通！学以致用！周末看娃新方式！凑一起！造吧！​,0,4,5,0
兴草莓水晶面包,未认证,2022年04月,我看了看没拆的三胎，也发现有发现有很多小洞洞，而且很整齐的一排一排的。,0,0,0,2
我的贊恩_,未认证,2022年04月,别问问就是三胎2牡丹江​,0,3,0,2
爱你的声名狼藉,未认证,2022年04月,//@天菜杀手://@雷尼尔雪山2022:回复@猫宁远远望:看得非常难过。回想到2月份的时候，试图在现行法律框架下找法条，来找个说法。结果等来的是暴力机关的问候。看看小姑娘在那边讨论什么善法，恶法的。好比两个太监讨论生三胎弊大于利还是利大于弊。//@猫宁远远望:看这种辩论莫名觉得难过,0,0,0,2
喵喵曦曦漂亮,未认证,2022年04月,//@回音啊回音:对，之前关注他，有次答读者来信，他劝一个夫妻感情不好家里经济条件也不太乐观的女士要生三胎，多生一切都会好起来，多生才能给祖国做贡献，惊了。//@凯瑟琳miu:一个丁克，劝人生三胎；一个码字的，劝人进工厂；一个佯装在厦门的清零派，IP显示在日本。这种三位一体算不算一JIAN三连。,0,0,0,2
狮子与柠檬,未认证,2022年04月,笑得，当时死活不让我辞职的也是我妈，说什么辞了去哪找这样的工作，哪就有离家近工资高活又少三样都占的工作但是姐辞职后日子真的一天比一天更好了，那样的工作还真就被姐找到了，虽然活跟以前一样多，但离家近工资比以前高很多，关键是我有一群好同事一点都不焦虑了有一些架该吵就得吵，只​展开c,0,0,0,0
咕鸭Guya,未认证,2022年04月,//@套圈批发商:巽露三胎了//@临北yx://@哈啰胖://@分辰:说得对//@截历建形图期续://@没有耕死的牛只有累坏的地:神圣的，优越的，不可玷污的，天造地设的，当窗理云鬓的。,0,0,0,0
辣椒不吃啦,未认证,2022年04月,#流浪动物免费TNR指标申请#@瑞鹏公益基金会地点：珠海南屏镇流浪猫情况：三花母猫。目测身体健康，食欲精神均正常。需求：已知一年左右生了三胎。近期生完一胎一个多月后再次发情，身边有公猫追，担心再次导致怀孕，从而造成流浪猫数量增多，希望得到绝育救助。绝育后需要在医院休养至可以放归，感​展开c,1,2,0,0
我是懒虫我只看看,未认证,2022年04月,//@雷尼尔雪山2022:回复@猫宁远远望:看得非常难过。回想到2月份的时候，试图在现行法律框架下找法条，来找个说法。结果等来的是暴力机关的问候。看看小姑娘在那边讨论什么善法，恶法的。好比两个太监讨论生三胎弊大于利还是利大于弊。//@猫宁远远望:看这种辩论莫名觉得难过,0,0,0,2
小希捏捏小仓脸颊肉-,未认证,2022年04月,//@喻久闻:素不鸟了//@强力刹犸剂:跳操也是擦边说句脏话把你直播室封了thisis拆拿！//@我怎么又无语了:不能有欲望，但是要生三胎。,0,0,0,2
庞泽川易学,微博个人认证,2022年04月,阳历2021年9月6日（阴历七月三十十斋日），星期一。干支：辛丑、丙申、丁巳。当日吉凶中吉。危宿，收日，四绿星临日。吉神：天德、黄道、月德合、六合、五富、宝光、要安。凶煞：重丧、劫煞、河魁、地囊。宜：祭祀、祈福、出行、会友、订婚、结婚、打扫、装​展开c,0,0,0,0
自大方方,未认证,2022年04月,我今天才开窍一个事情就是一个政策的出台不是就是说鼓励你去做那件事情而是给本来就想干的朋友们提供了空间。比如哪天同性恋婚姻合法了，也不是鼓励大家都去当同性恋，而是让同性恋群体有了多一种选择的机会。同样，什么三胎四胎五胎政策，也是为那些本来就准备好的大家提供的。​,0,0,2,1
隐隐约约绰影,未认证,2022年04月,@猫发出的呼噜声谁真情侣谁南非巴黎在家生三胎，我敢说你敢说吗？国乒真夫妻拉工具人垫背上瘾了是吧？谁真情侣谁南非巴黎在家生三胎，我敢说你敢说吗？国乒真夫妻拉工具人垫背上瘾了是吧？谁真情侣谁南非巴黎在家生三胎，我敢说你敢说吗？国乒真夫妻拉工具人垫背上瘾了是吧？​,0,0,0,2
狗肺cat_words菲,未认证,2022年04月,发布了头条文章：《周杰伦为三胎买价值千万的豪宅，儿子出现在小区，被夸眼睛像昆凌》O周杰伦为三胎买价值千万的豪宅，儿子出现在小区，被夸眼睛像昆凌​,0,0,1,2
麻辣情医吴迪,微博个人认证,2022年04月,#咨询中来#迷一样的女咨客有这样一类女咨客，几年中不断跟我咨询“要不要离婚”，然后一胎生好了，二胎生好了，三胎也准备上了；有的这个月跟我咨询“要不要离婚”，下个月忽然咨询“要不要第二胎，我又怀孕了”，又过了几天忽然又说“我搞错了，没有怀孕，我要不要离婚”……我实在是……无言​展开c,0,15,30,2
肉包又不好吃,未认证,2022年04月,现在的人这么无聊吗？催完自己儿媳妇生三胎后，还是说服我生三胎，我连二胎都不敢生，真是吃多了麻烦去种地好吗？不要多管闲事惹人嫌​,0,1,0,2
邪瀟逸,微博个人认证,2022年04月,向往的生活太美好了真·三胎宣传片了#张艺兴喜提向往的生活张哥称号#​,0,2,9,0
街口嗑嗑呱,未认证,2022年04月,吃：1、付辛博一直以演员自称，完全不肯承认曾经组合出道的经历，他始终视以前那段经历为耻辱。2、杨抠图最近新上的那部电视剧，男主角也就是她前夫的同学，他说知道杨抠图要演这部戏的时候他是持怀疑的态度，然后他很委婉的说，我觉得抠图不适合这个角色。3、三小只还是刚出道的时候，参加​展开c,0,0,0,2
少女不用谢我凑是这么热心,未认证,2022年04月,//@蜻蛉酱://@巫山六月雪://@凯瑟琳miu:一个丁克，劝人生三胎；一个码字的，劝人进工厂；一个佯装在厦门的清零派，IP显示在日本。这种三位一体算不算一JIAN三连。,0,0,0,2
吾国辉火甜心粉,未认证,2022年04月,如果降不下来，我很想去刷，响应国家三胎政策（住手！）～​,0,0,0,0
邱天道,微博个人认证,2022年04月,邱天道泥灸一个家中，财富再多，也抵不上家庭团结；房子再大，也抵不上家人和睦。在一个家中，温馨是福，和睦为贵。做到这两点自会兴旺发达。家人彼此谅解，互相宽容，保持一份耐心和信任，家庭自会和睦。《礼记》里讲到：“父之笃，兄弟睦，夫妻和，家之肥也“。父子之间感​展开c,1,2,3,0
SALTYBOOK__er,未认证,2022年04月,死一下//@强力刹犸剂:跳操也是擦边说句脏话把你直播室封了thisis拆拿！//@我怎么又无语了:不能有欲望，但是要生三胎。,0,0,0,2
别忘了带降落伞,未认证,2022年04月,男生多的专业，企业说女生不适合干这个；女生多的专业，企业却更喜欢男的。那女的找不到工作怎么办？当然是回家美美生三胎咯,0,3,0,2
uoousoou,未认证,2022年04月,很烦那些阴阳怪气评论别人想生孩子的人“你多生点，我的养老金才有着落”“我的三胎名额让你”。我想着国家是有强迫你生孩子还是咋的，别人生不生关你啥事。而且你能说出养老金就说明你还是懂一点社会再分配的，那你懂不懂劳动力的重要性啊。我就是单纯讨厌阴阳怪气，以给别人添堵为乐的人，就是贱。​展开c,0,1,0,2
就是喜欢孙翔怎么了,未认证,2022年04月,黄泉路人这么喜欢我扫子吗，我来帮你催一催结婚和三胎，生孩子痛的是我扫子，产后身材走形还要管理身材的也是我扫子，虽然会这样但是扫子你还是快点生孩子吧，一群路人等着呢​,0,0,0,0
嚓你妈哒,未认证,2022年04月,如果我三胎为国家减负的丈夫是金智秀我想我会勇敢的说ido​,0,0,1,0
赌兰大舞台,未认证,2022年04月,我滴母亲三胎了//@蒻楉:🌿别太贴了，这是什么英雄母亲颁奖典礼吗？,0,0,2,2
八公草木77,未认证,2022年04月,#针锋对决#顾姐。。。三胎。。。​,0,1,0,0
